time;queuedNum
"1620935393915";"0"
"1620935394916";"1"
"1620935395913";"0"
"1620935396914";"2"
"1620935397914";"0"
"1620935398919";"0"
"1620935399913";"0"
"1620935400914";"0"
"1620935401914";"0"
"1620935402914";"0"
"1620935403914";"0"
"1620935404914";"0"
"1620935405913";"0"
"1620935406914";"0"
"1620935407914";"0"
"1620935408913";"0"
"1620935409914";"0"
"1620935410914";"0"
"1620935411914";"0"
"1620935412914";"0"
"1620935413914";"0"
"1620935414913";"0"
"1620935415914";"0"
"1620935416914";"0"
"1620935417913";"0"
"1620935418914";"0"
"1620935419914";"0"
"1620935420913";"0"
"1620935421914";"0"
"1620935422914";"0"
"1620935423913";"0"
"1620935424914";"0"
"1620935425913";"0"
"1620935426914";"0"
"1620935427913";"0"
"1620935428914";"0"
"1620935429914";"0"
"1620935430914";"0"
"1620935431913";"0"
"1620935432914";"0"
"1620935433913";"0"
"1620935434914";"0"
"1620935435914";"0"
"1620935436913";"0"
"1620935437914";"0"
"1620935438913";"0"
"1620935439914";"0"
"1620935440915";"0"
"1620935441914";"0"
"1620935442914";"0"
"1620935443913";"0"
"1620935444914";"0"
"1620935445914";"0"
"1620935446914";"0"
"1620935447913";"0"
"1620935448914";"0"
"1620935449913";"0"
"1620935450914";"0"
"1620935451913";"1"
"1620935452914";"0"
"1620935453914";"0"
"1620935454913";"0"
"1620935455914";"0"
"1620935456914";"0"
"1620935457913";"0"
"1620935458914";"0"
"1620935459913";"0"
"1620935460914";"0"
"1620935461914";"1"
"1620935462913";"0"
"1620935463914";"0"
"1620935464914";"0"
"1620935465913";"0"
"1620935466913";"0"
"1620935467914";"1"
"1620935468914";"0"
"1620935469914";"0"
"1620935470913";"0"
"1620935471914";"0"
"1620935472914";"0"
"1620935473913";"0"
"1620935474914";"0"
"1620935475913";"0"
"1620935476914";"0"
"1620935477913";"0"
"1620935478914";"0"
"1620935479913";"0"
"1620935480914";"0"
"1620935481913";"0"
"1620935482914";"0"
"1620935483913";"0"
"1620935484914";"0"
"1620935485914";"0"
"1620935486914";"0"
"1620935487914";"0"
"1620935488913";"0"
"1620935489914";"0"
"1620935490914";"0"
"1620935491913";"0"
"1620935492914";"0"
"1620935493913";"0"
"1620935494914";"0"
"1620935495914";"0"
"1620935496914";"0"
"1620935497913";"0"
"1620935498914";"0"
"1620935499913";"0"
"1620935500914";"0"
"1620935501914";"0"
"1620935502913";"0"
"1620935503914";"0"
"1620935504913";"0"
"1620935505914";"0"
"1620935506913";"0"
"1620935507914";"0"
"1620935508913";"0"
"1620935509914";"0"
"1620935510914";"0"
"1620935511913";"0"
"1620935512914";"0"
"1620935513913";"0"
"1620935514914";"0"
"1620935515914";"0"
"1620935516913";"0"
"1620935517914";"0"
"1620935518914";"0"
"1620935519913";"0"
"1620935520914";"0"
